,matchcode,map,team1,team2,score1,score2,event,stars,date
12654,2319319,Cobblestone,TeamOne,Mythic,9,16,ECS Season 5 North America Qualifier #3,0,2018-02-11
12655,2319319,Inferno,TeamOne,Mythic,17,19,ECS Season 5 North America Qualifier #3,0,2018-02-11
12656,2319317,Mirage,ALTERNATE aTTaX,Enyoy,12,16,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12657,2319317,Cobblestone,ALTERNATE aTTaX,Enyoy,16,11,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12658,2319317,Train,ALTERNATE aTTaX,Enyoy,16,8,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12659,2319208,Overpass,SK,Cloud9,9,16,cs_summit 2,5,2018-02-11
12660,2319208,Inferno,SK,Cloud9,9,16,cs_summit 2,5,2018-02-11
12661,2319321,Inferno,Say No More,Mask Off,14,16,ECS Season 5 North America Qualifier #3,0,2018-02-11
12662,2319321,Train,Say No More,Mask Off,11,16,ECS Season 5 North America Qualifier #3,0,2018-02-11
12663,2319315,Overpass,GoldenGitte,Fragsters,11,16,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12664,2319315,Train,GoldenGitte,Fragsters,16,4,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12665,2319315,Nuke,GoldenGitte,Fragsters,6,16,ECS Season 5 Europe Qualifier #2,0,2018-02-11
12666,2319314,Mirage,SPLY,EVILNINE,16,3,TTU e-Sport 2018,0,2018-02-11
12667,2319314,Cache,SPLY,EVILNINE,22,18,TTU e-Sport 2018,0,2018-02-11
12668,2319300,Inferno,Windigo,Singularity,16,14,Bets.net Challenger Series,0,2018-02-10
12669,2319302,Mirage,Tricked,Red Reserve,14,16,Bets.net Challenger Series,0,2018-02-10
12670,2319301,Mirage,HAVU,Valiance,19,15,Bets.net Challenger Series,0,2018-02-10
12671,2319206,Cobblestone,North,Heroic,9,16,cs_summit 2,2,2018-02-10
12672,2319206,Train,North,Heroic,11,16,cs_summit 2,2,2018-02-10
12673,2319239,Cobblestone,AVANGAR,mousesports,13,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-10
12674,2319239,Mirage,AVANGAR,mousesports,16,7,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-10
12675,2319239,Train,AVANGAR,mousesports,16,14,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-10
12676,2319316,Mirage,etopkald,Enyoy,14,16,ECS Season 5 Europe Qualifier #2,0,2018-02-10
12677,2319294,Overpass,North Academy,Red Reserve,16,12,Hellcase Cup 7,0,2018-02-10
12678,2319310,Cache,DeStRoYeRs,EVILNINE,10,16,TTU e-Sport 2018,0,2018-02-10
12679,2319311,Train,Fragsters,Movistar Riders,16,5,ECS Season 5 Europe Qualifier #2,0,2018-02-10
12680,2319313,Mirage,ALTERNATE aTTaX,SuperJymy,16,10,ECS Season 5 Europe Qualifier #2,0,2018-02-10
12681,2319308,Mirage,OnlineBOTS,SPLY,13,16,TTU e-Sport 2018,0,2018-02-10
12682,2319308,Inferno,OnlineBOTS,SPLY,16,6,TTU e-Sport 2018,0,2018-02-10
12683,2319308,Cobblestone,OnlineBOTS,SPLY,16,12,TTU e-Sport 2018,0,2018-02-10
12684,2319312,Train,struggletony,GoldenGitte,3,16,ECS Season 5 Europe Qualifier #2,0,2018-02-10
12685,2319299,Inferno,Epsilon,North Academy,16,6,Bets.net Challenger Series,0,2018-02-10
12686,2319293,Mirage,EPG,pro100,11,16,Hellcase Cup 7,0,2018-02-10
12687,2319207,Mirage,Liquid,Torqued,16,14,cs_summit 2,1,2018-02-10
12688,2319207,Train,Liquid,Torqued,16,9,cs_summit 2,1,2018-02-10
12689,2319292,Cobblestone,EPG,Espada,16,8,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-10
12690,2319292,Train,EPG,Espada,10,16,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-10
12691,2319292,Mirage,EPG,Espada,16,12,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-10
12692,2319297,Mirage,Viva Algeria,Limitless,16,5,WESG 2017 North Africa,0,2018-02-10
12693,2319297,Inferno,Viva Algeria,Limitless,16,8,WESG 2017 North Africa,0,2018-02-10
12694,2319288,Cobblestone,Epsilon,AGO,13,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-10
12695,2319288,Mirage,Epsilon,AGO,5,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-10
12696,2319296,Cobblestone,Hyper4mance,Atlas Lions,16,5,WESG 2017 North Africa,0,2018-02-10
12697,2319296,Inferno,Hyper4mance,Atlas Lions,16,3,WESG 2017 North Africa,0,2018-02-10
12698,2319298,Mirage,NOREG,ALTERNATE aTTaX,16,12,Bets.net Challenger Series,0,2018-02-10
12699,2319205,Train,NiP,Heroic,11,16,cs_summit 2,2,2018-02-10
12700,2319205,Inferno,NiP,Heroic,16,7,cs_summit 2,2,2018-02-10
12701,2319205,Nuke,NiP,Heroic,14,16,cs_summit 2,2,2018-02-10
12702,2319295,Inferno,AZIO,ex-Iceberg,13,16,ESEA MDL Season 27 North America,0,2018-02-10
12703,2319204,Inferno,Torqued,Vega Squadron,16,13,cs_summit 2,1,2018-02-10
12704,2319204,Mirage,Torqued,Vega Squadron,16,14,cs_summit 2,1,2018-02-10
12705,2319203,Cobblestone,Liquid,Cloud9,4,16,cs_summit 2,2,2018-02-09
12706,2319203,Mirage,Liquid,Cloud9,11,16,cs_summit 2,2,2018-02-09
12707,2319281,Mirage,Singularity,MALCO,16,8,Bets.net Challenger Series,0,2018-02-09
12708,2319267,Cobblestone,KoN Denmark,KoN Sweden,16,11,King of Nordic Season 10,0,2018-02-09
12709,2319266,Mirage,KoN Norway,KoN Sweden,13,16,King of Nordic Season 10,0,2018-02-09
12710,2319046,Mirage,GoodJob,Nemiga,15,19,Hellcase Cup 7,0,2018-02-09
12711,2319202,Cobblestone,SK,North,16,13,cs_summit 2,2,2018-02-09
12712,2319202,Inferno,SK,North,22,20,cs_summit 2,2,2018-02-09
12713,2319289,Mirage,volgare,Royal Bandits,9,16,Thunderpick Invitational #1,0,2018-02-09
12714,2319265,Inferno,KoN Sweden,KoN Finland,16,5,King of Nordic Season 10,0,2018-02-09
12715,2319269,Nuke,ALTERNATE aTTaX,forZe,16,13,Hellcase Cup 7,0,2018-02-09
12716,2319268,Cobblestone,ALTERNATE aTTaX,Kinguin,16,14,Hellcase Cup 7,0,2018-02-09
12717,2319280,Inferno,KlikTech,Epsilon,11,16,Bets.net Challenger Series,0,2018-02-09
12718,2319279,Mirage,Valiance,VenatoreS,16,10,Bets.net Challenger Series,0,2018-02-09
12719,2319274,Mirage,abv,EPG,9,16,Bets.net Challenger Series,0,2018-02-09
12720,2319278,Overpass,Windigo,Red Reserve,5,16,Bets.net Challenger Series,0,2018-02-09
12721,2319277,Train,ALTERNATE aTTaX,Fragsters,12,16,Bets.net Challenger Series,0,2018-02-09
12722,2319275,Cobblestone,GameAgents,Tricked,16,8,Bets.net Challenger Series,0,2018-02-09
12723,2319276,Mirage,North Academy,HAVU,4,16,Bets.net Challenger Series,0,2018-02-09
12724,2319272,Mirage,Space Jam,NOVA,16,12,Bets.net Challenger Series,0,2018-02-09
12725,2319273,Overpass,TEAMSWAGYOLO,Espada,13,16,Bets.net Challenger Series,0,2018-02-09
12726,2319167,Mirage,No Tenemos Nada,Grizzlys,14,16,ESEA MDL Season 27 North America,0,2018-02-09
12727,2319224,Cobblestone,eUnited,BlackOut,18,22,ESEA MDL Season 27 North America,0,2018-02-09
12728,2318976,Overpass,HWML,ex-Iceberg,6,16,ESEA MDL Season 27 North America,0,2018-02-09
12729,2318802,Mirage,AZIO,Grizzlys,12,16,ESEA MDL Season 27 North America,0,2018-02-09
12730,2319271,Cache,F1-racecar-PEEK,Mythic,8,16,ESEA MDL Season 27 North America,0,2018-02-09
12731,2319116,Mirage,subtLe,Mask Off,2,16,ESEA MDL Season 27 North America,0,2018-02-09
12732,2319270,Inferno,AZIO,RONIN,17,19,ESEA MDL Season 27 North America,0,2018-02-09
12733,2319193,Inferno,Cloud9,Heroic,16,4,cs_summit 2,2,2018-02-09
12734,2319193,Mirage,Cloud9,Heroic,16,10,cs_summit 2,2,2018-02-09
12735,2319192,Inferno,NiP,Liquid,16,3,cs_summit 2,2,2018-02-09
12736,2319192,Cobblestone,NiP,Liquid,8,16,cs_summit 2,2,2018-02-09
12737,2319192,Overpass,NiP,Liquid,14,16,cs_summit 2,2,2018-02-09
12738,2319248,Mirage,Windigo,Epsilon,19,15,Bets.net Challenger Series,0,2018-02-08
12739,2319237,Inferno,Fragsters,Wind and Rain,17,19,ESEA MDL Season 27 Europe,0,2018-02-08
12740,2319226,Inferno,eXtatus,Red Reserve,14,16,Hellcase Cup 7,0,2018-02-08
12741,2319188,Cache,BIG,AGO,11,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-08
12742,2319188,Train,BIG,AGO,16,12,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-08
12743,2319188,Cobblestone,BIG,AGO,14,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-08
12744,2319247,Mirage,NOREG,GameAgents,7,16,Bets.net Challenger Series,0,2018-02-08
12745,2319191,Mirage,North,Vega Squadron,16,5,cs_summit 2,2,2018-02-08
12746,2319191,Inferno,North,Vega Squadron,16,2,cs_summit 2,2,2018-02-08
12747,2319236,Inferno,Fragsters,Red Reserve,16,10,ESEA MDL Season 27 Europe,0,2018-02-08
12748,2319254,Inferno,RAVE,Espada,16,7,Bets.net Challenger Series,0,2018-02-08
12749,2319235,Overpass,Windigo,Nexus,16,5,ESEA MDL Season 27 Europe,0,2018-02-08
12750,2319233,Train,Enyoy,Unity,6,16,ESEA MDL Season 27 Europe,0,2018-02-08
12751,2319232,Mirage,Nemiga,Singularity,5,16,ESEA MDL Season 27 Europe,0,2018-02-08
12752,2319230,Cache,Nexus,eXtatus,14,16,ESEA MDL Season 27 Europe,0,2018-02-08
12753,2319231,Train,Sprout,Unity,10,16,ESEA MDL Season 27 Europe,0,2018-02-08
12754,2319246,Cache,HAVU,KlikTech,16,10,Bets.net Challenger Series,0,2018-02-08
12755,2319252,Train,AIMCATS,abv,9,16,Bets.net Challenger Series,0,2018-02-08
12756,2319253,Train,Space Jam,Evolution,16,6,Bets.net Challenger Series,0,2018-02-08
12757,2319243,Inferno,Singularity,Red Reserve,17,19,Bets.net Challenger Series,0,2018-02-08
12758,2319190,Cobblestone,SK,Torqued,16,4,cs_summit 2,1,2018-02-08
12759,2319190,Inferno,SK,Torqued,16,5,cs_summit 2,1,2018-02-08
12760,2319240,Overpass,GoodJob,HEY,22,20,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-08
12761,2319240,Nuke,GoodJob,HEY,8,16,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-08
12762,2319240,Mirage,GoodJob,HEY,16,3,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-08
12763,2319043,Cobblestone,EPG,Windigo,7,16,Hellcase Cup 7,0,2018-02-08
12764,2319245,Inferno,North Academy,MALCO,16,3,Bets.net Challenger Series,0,2018-02-08
12765,2319244,Train,VenatoreS,Tricked,7,16,Bets.net Challenger Series,0,2018-02-08
12766,2319187,Overpass,Natus Vincere,Epsilon,9,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-08
12767,2319187,Cobblestone,Natus Vincere,Epsilon,14,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-08
12768,2319250,Inferno,DreamEaters,NOVA,16,11,Bets.net Challenger Series,0,2018-02-08
12769,2319181,Mirage,North Academy,AGO,8,16,Hellcase Cup 7,0,2018-02-08
12770,2319242,Cache,MANS NOT HOT,Fragsters,9,16,Bets.net Challenger Series,0,2018-02-08
12771,2319241,Mirage,Valiance,ALTERNATE aTTaX,8,16,Bets.net Challenger Series,0,2018-02-08
12772,2319251,Train,TEAMSWAGYOLO,forZe,7,16,Bets.net Challenger Series,0,2018-02-08
12773,2319249,Cobblestone,DeepDarkDanger,EPG,3,16,Bets.net Challenger Series,0,2018-02-08
12774,2319223,Inferno,ORDER,TRIDENT,16,5,ESEA MDL Season 27 Australia,0,2018-02-08
12775,2319164,Cache,MC,seadoggs,17,19,ESEA MDL Season 27 Australia,0,2018-02-08
12776,2319222,Inferno,ORDER,ex-Athletico,16,5,ESEA MDL Season 27 Australia,0,2018-02-08
12777,2319161,Mirage,Ground Zero,Lucky7,10,16,ESEA MDL Season 27 Australia,0,2018-02-08
12778,2319162,Train,ORDER,ex-Riotous Academy,16,1,ESEA MDL Season 27 Australia,0,2018-02-08
12779,2319160,Train,Control,Legacy,16,13,ESEA MDL Season 27 Australia,0,2018-02-08
12780,2318977,Overpass,h00liGaNz,Wise,9,16,ESEA MDL Season 27 North America,0,2018-02-08
12781,2319166,Train,BlackOut,F1-racecar-PEEK,14,16,ESEA MDL Season 27 North America,0,2018-02-08
12782,2319133,Mirage,subtLe,RONIN,13,16,ESEA MDL Season 27 North America,0,2018-02-08
12783,2318992,Inferno,Grizzlys,Say No More,16,14,ESEA MDL Season 27 North America,0,2018-02-08
12784,2318974,Mirage,CheckSix,Mythic,10,16,ESEA MDL Season 27 North America,0,2018-02-08
12785,2319179,Cache,volgare,KPI,8,16,Thunderpick Invitational #1,0,2018-02-07
12786,2319179,Train,volgare,KPI,8,16,Thunderpick Invitational #1,0,2018-02-07
12787,2319227,Mirage,Refuse,Conquer,9,16,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12788,2319227,Cache,Refuse,Conquer,19,16,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12789,2319227,Inferno,Refuse,Conquer,16,13,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12790,2319200,Cobblestone,ALTERNATE aTTaX,Windigo,16,13,Bets.net Challenger Series,0,2018-02-07
12791,2319201,Train,MALCO,MANS NOT HOT,3,16,Bets.net Challenger Series,0,2018-02-07
12792,2319228,Mirage,Stifmeister,Valiance,8,16,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12793,2319228,Cache,Stifmeister,Valiance,11,16,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12794,2319199,Overpass,Tricked,Singularity,16,8,Bets.net Challenger Series,0,2018-02-07
12795,2319198,Mirage,GameAgents,Epsilon,16,10,Bets.net Challenger Series,0,2018-02-07
12796,2319176,Mirage,Fragsters,Gambit,4,16,ESEA MDL Season 27 Europe,1,2018-02-07
12797,2319219,Inferno,RAVE,AIMCATS,16,10,Bets.net Challenger Series,0,2018-02-07
12798,2319173,Inferno,Fragsters,Windigo,16,8,ESEA MDL Season 27 Europe,0,2018-02-07
12799,2319225,Mirage,ALTERNATE aTTaX,Singularity,9,16,ESEA MDL Season 27 Europe,0,2018-02-07
12800,2319097,Mirage,AVANGAR,Nemiga,16,4,Hellcase Cup 7,0,2018-02-07
12801,2319049,Mirage,Nexus,SuperJymy,9,16,Thunderpick Invitational #1,0,2018-02-07
12802,2319049,Inferno,Nexus,SuperJymy,12,16,Thunderpick Invitational #1,0,2018-02-07
12803,2319178,Overpass,mousesports,MANS NOT HOT,16,6,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-07
12804,2319178,Mirage,mousesports,MANS NOT HOT,16,12,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-07
12805,2319112,Nuke,EPG,GoodJob,17,19,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-07
12806,2319112,Mirage,EPG,GoodJob,16,11,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-07
12807,2319112,Cache,EPG,GoodJob,16,3,Stream.me Gauntlet: CIS vs EU #19,0,2018-02-07
12808,2319183,Mirage,Stifmeister,FTW.PRO,22,20,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12809,2319184,Train,Refuse,Demise,19,17,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12810,2319189,Mirage,Asterion,Conquer,15,19,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12811,2319218,Mirage,TEAMSWAGYOLO,FLuffy Gangsters,14,16,Bets.net Challenger Series,0,2018-02-07
12812,2319042,Cobblestone,AVANGAR,Tricked,16,11,Hellcase Cup 7,0,2018-02-07
12813,2319170,Nuke,DIVIZON,Kinguin,5,16,ESEA MDL Season 27 Europe,0,2018-02-07
12814,2319171,Train,Windigo,Unity,16,7,ESEA MDL Season 27 Europe,0,2018-02-07
12815,2319182,Cache,Valiance,HAVU,16,7,ECS Season 5 Europe Qualifier #1,0,2018-02-07
12816,2319217,Train,forZe,Space Jam,16,1,Bets.net Challenger Series,0,2018-02-07
12817,2319216,Inferno,abv,Espada,11,16,Bets.net Challenger Series,0,2018-02-07
12818,2319135,Train,forZe,PRIDE,8,16,Hellcase Cup 7,0,2018-02-07
12819,2319213,Inferno,Evolution,Ha MaSSe,16,7,Bets.net Challenger Series,0,2018-02-07
12820,2319197,Overpass,NOREG,HAVU,16,2,Bets.net Challenger Series,0,2018-02-07
12821,2319196,Inferno,KlikTech,Valiance,4,16,Bets.net Challenger Series,0,2018-02-07
12822,2319177,Overpass,Space Soldiers,AVANGAR,14,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-07
12823,2319177,Cache,Space Soldiers,AVANGAR,12,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-07
12824,2319195,Train,North Academy,Fragsters,12,16,Bets.net Challenger Series,0,2018-02-07
12825,2319041,Inferno,forZe,Kinguin,16,9,Hellcase Cup 7,0,2018-02-07
12826,2319168,Train,Unity,Gambit,12,16,ESEA MDL Season 27 Europe,1,2018-02-07
12827,2319194,Train,VenatoreS,Red Reserve,16,6,Bets.net Challenger Series,0,2018-02-07
12828,2319215,Mirage,EPG,qup,16,3,Bets.net Challenger Series,0,2018-02-07
12829,2319212,Inferno,DeepDarkDanger,NOVA,5,16,Bets.net Challenger Series,0,2018-02-07
12830,2319214,Inferno,GoodJob,DreamEaters,16,6,Bets.net Challenger Series,0,2018-02-07
12831,2318831,Cache,5POWER,Ardeont,3,16,GOTV.GG Invitational #2,0,2018-02-07
12832,2318831,Mirage,5POWER,Ardeont,9,16,GOTV.GG Invitational #2,0,2018-02-07
12833,2318830,Cache,24BHB,Fire Dragoon,16,7,GOTV.GG Invitational #2,0,2018-02-07
12834,2318830,Train,24BHB,Fire Dragoon,14,16,GOTV.GG Invitational #2,0,2018-02-07
12835,2318830,Cobblestone,24BHB,Fire Dragoon,16,11,GOTV.GG Invitational #2,0,2018-02-07
12836,2319159,Mirage,Chiefs,Dark Sided,14,16,ESEA MDL Season 27 Australia,0,2018-02-07
12837,2319220,Mirage,Dark Sided,ORDER,4,16,ESEA MDL Season 27 Australia,0,2018-02-07
12838,2319157,Inferno,Ground Zero,Grayhound,4,16,ESEA MDL Season 27 Australia,0,2018-02-07
12839,2319114,Overpass,Most Wanted,h00liGaNz,16,12,ESEA MDL Season 27 North America,0,2018-02-07
12840,2319165,Mirage,Wise,Swole Patrol,4,16,ESEA MDL Season 27 North America,0,2018-02-07
12841,2319186,Inferno,ex-Iceberg,eUnited,8,16,ESEA MDL Season 27 North America,0,2018-02-07
12842,2318801,Cobblestone,subtLe,Grizzlys,8,16,ESEA MDL Season 27 North America,0,2018-02-07
12843,2319115,Overpass,Freedom 35,CheckSix,16,14,ESEA MDL Season 27 North America,0,2018-02-07
12844,2318975,Overpass,Atmosphere,Etherian,16,9,ESEA MDL Season 27 North America,0,2018-02-07
12845,2319113,Nuke,ex-eRa,Most Wanted,16,6,ESEA MDL Season 27 North America,0,2018-02-07
12846,2319180,Mirage,Kinguin,VenatoreS,22,19,V4 Future Sports Festival Poland Finals,0,2018-02-07
12847,2319180,Cache,Kinguin,VenatoreS,10,16,V4 Future Sports Festival Poland Finals,0,2018-02-07
12848,2319180,Train,Kinguin,VenatoreS,7,16,V4 Future Sports Festival Poland Finals,0,2018-02-07
12849,2319134,Overpass,Windigo,North Academy,15,19,Hellcase Cup 7,0,2018-02-06
12850,2319137,Mirage,VenatoreS,AGO,10,16,V4 Future Sports Festival Poland Finals,0,2018-02-06
12851,2319137,Train,VenatoreS,AGO,16,13,V4 Future Sports Festival Poland Finals,0,2018-02-06
12852,2319137,Cache,VenatoreS,AGO,16,13,V4 Future Sports Festival Poland Finals,0,2018-02-06
12853,2319139,Cobblestone,Sprout,Epsilon,8,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-06
12854,2319139,Cache,Sprout,Epsilon,7,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-06
12855,2319131,Cache,eXtatus,Imperial,9,16,Hellcase Cup 7,0,2018-02-06
12856,2319136,Mirage,PRIDE,Kinguin,16,19,V4 Future Sports Festival Poland Finals,0,2018-02-06
12857,2319136,Cache,PRIDE,Kinguin,14,16,V4 Future Sports Festival Poland Finals,0,2018-02-06
12858,2319048,Overpass,Royal Bandits,Fragsters,10,16,Thunderpick Invitational #1,0,2018-02-06
12859,2319048,Nuke,Royal Bandits,Fragsters,8,16,Thunderpick Invitational #1,0,2018-02-06
12860,2319154,Inferno,DreamEaters,RAVE,16,10,Bets.net Challenger Series,0,2018-02-06
12861,2319040,Overpass,pro100,Windigo,15,19,Hellcase Cup 7,0,2018-02-06
12862,2319155,Train,EPG,Space Jam,12,16,Bets.net Challenger Series,0,2018-02-06
12863,2319152,Mirage,NOVA,TEAMSWAGYOLO,11,16,Bets.net Challenger Series,0,2018-02-06
12864,2319130,Train,Imperial,AGO,12,16,Hellcase Cup 7,0,2018-02-06
12865,2319153,Train,FLuffy Gangsters,AIMCATS,16,12,Bets.net Challenger Series,0,2018-02-06
12866,2319138,Cobblestone,Epsilon,Quantum Bellator Fire,16,10,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-06
12867,2319138,Train,Epsilon,Quantum Bellator Fire,16,5,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-06
12868,2319129,Mirage,PRIDE,eXtatus,16,4,ESEA MDL Season 27 Europe,0,2018-02-06
12869,2319150,Inferno,abv,GoodJob,12,16,Bets.net Challenger Series,0,2018-02-06
12870,2319151,Overpass,qup,forZe,6,16,Bets.net Challenger Series,0,2018-02-06
12871,2319149,Inferno,Ha MaSSe,Espada,13,16,Bets.net Challenger Series,0,2018-02-06
12872,2319148,Train,DeepDarkDanger,Evolution,16,12,Bets.net Challenger Series,0,2018-02-06
12873,2319132,Mirage,ALTERNATE aTTaX,AVANGAR,14,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-06
12874,2319132,Cobblestone,ALTERNATE aTTaX,AVANGAR,3,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-06
12875,2318829,Overpass,Ardeont,Fire Dragoon,14,16,GOTV.GG Invitational #2,0,2018-02-06
12876,2318829,Cache,Ardeont,Fire Dragoon,16,4,GOTV.GG Invitational #2,0,2018-02-06
12877,2318829,Cobblestone,Ardeont,Fire Dragoon,16,10,GOTV.GG Invitational #2,0,2018-02-06
12878,2319109,Cache,ex-Riotous Academy,ex-Athletico,8,16,ESEA MDL Season 27 Australia,0,2018-02-06
12879,2319156,Train,Chiefs,ORDER,16,13,ESEA MDL Season 27 Australia,0,2018-02-06
12880,2319147,Nuke,Space Jam,GoodJob,8,16,Bets.net Challenger Series,0,2018-02-06
12881,2319146,Cache,NOVA,EPG,16,14,Bets.net Challenger Series,0,2018-02-06
12882,2319145,Inferno,RAVE,forZe,19,16,Bets.net Challenger Series,0,2018-02-06
12883,2319144,Mirage,FLuffy Gangsters,Espada,16,7,Bets.net Challenger Series,0,2018-02-06
12884,2319143,Train,TEAMSWAGYOLO,Evolution,16,9,Bets.net Challenger Series,0,2018-02-06
12885,2319142,Inferno,qup,AIMCATS,14,16,Bets.net Challenger Series,0,2018-02-06
12886,2319141,Train,DreamEaters,Ha MaSSe,16,6,Bets.net Challenger Series,0,2018-02-06
12887,2319140,Inferno,DeepDarkDanger,abv,6,16,Bets.net Challenger Series,0,2018-02-06
12888,2319123,Mirage,AGO,SEAL,12,16,V4 Future Sports Festival Poland Finals,0,2018-02-05
12889,2319123,Cache,AGO,SEAL,16,7,V4 Future Sports Festival Poland Finals,0,2018-02-05
12890,2319123,Overpass,AGO,SEAL,16,6,V4 Future Sports Festival Poland Finals,0,2018-02-05
12891,2319090,Train,Quantum Bellator Fire,Sprout,16,13,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-05
12892,2319090,Cobblestone,Quantum Bellator Fire,Sprout,11,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-05
12893,2319090,Mirage,Quantum Bellator Fire,Sprout,4,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1,2018-02-05
12894,2318424,Cobblestone,Space Soldiers,GODSENT,16,4,ESL Pro League Season 6 Europe Relegation,1,2018-02-05
12895,2318424,Inferno,Space Soldiers,GODSENT,19,16,ESL Pro League Season 6 Europe Relegation,1,2018-02-05
12896,2319126,Inferno,Kinguin,Codewise Unicorns,16,3,V4 Future Sports Festival Poland Finals,0,2018-02-05
12897,2319126,Mirage,Kinguin,Codewise Unicorns,22,20,V4 Future Sports Festival Poland Finals,0,2018-02-05
12898,2319124,Mirage,VenatoreS,Pompa Academy,16,12,V4 Future Sports Festival Poland Finals,0,2018-02-05
12899,2319124,Train,VenatoreS,Pompa Academy,16,6,V4 Future Sports Festival Poland Finals,0,2018-02-05
12900,2319125,Mirage,PRIDE,DEEZ NUTS,16,5,V4 Future Sports Festival Poland Finals,0,2018-02-05
12901,2319125,Cache,PRIDE,DEEZ NUTS,16,8,V4 Future Sports Festival Poland Finals,0,2018-02-05
12902,2319039,Cache,AVANGAR,GoodJob,16,6,Hellcase Cup 7,0,2018-02-05
12903,2319119,Train,Homesick,SEAL,13,16,V4 Future Sports Festival Poland Finals,0,2018-02-05
12904,2319122,Inferno,SOLARIS,Codewise Unicorns,5,16,V4 Future Sports Festival Poland Finals,0,2018-02-05
12905,2319121,Cache,DEEZ NUTS,ProXima Academy,16,7,V4 Future Sports Festival Poland Finals,0,2018-02-05
12906,2318423,Mirage,Natus Vincere,GODSENT,16,10,ESL Pro League Season 6 Europe Relegation,1,2018-02-05
12907,2318423,Inferno,Natus Vincere,GODSENT,14,16,ESL Pro League Season 6 Europe Relegation,1,2018-02-05
12908,2318423,Cobblestone,Natus Vincere,GODSENT,16,14,ESL Pro League Season 6 Europe Relegation,1,2018-02-05
12909,2319095,Mirage,Nemiga,forZe,16,13,Hellcase Cup 7,0,2018-02-05
12910,2319120,Train,Pompa Academy,Delusion,16,13,V4 Future Sports Festival Poland Finals,0,2018-02-05
12911,2319089,Mirage,Windigo,MANS NOT HOT,7,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-05
12912,2319089,Cobblestone,Windigo,MANS NOT HOT,10,16,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,0,2018-02-05
12913,2319096,Mirage,PRIDE,Nemiga,16,4,Hellcase Cup 7,0,2018-02-05
12914,2319047,Train,Refuse,Espada,16,11,Thunderpick Invitational #1,0,2018-02-05
12915,2319047,Inferno,Refuse,Espada,16,9,Thunderpick Invitational #1,0,2018-02-05
12916,2319038,Inferno,Tricked,Kinguin,4,16,Hellcase Cup 7,0,2018-02-05
12917,2318828,Cache,5POWER,24BHB,12,16,GOTV.GG Invitational #2,0,2018-02-05
12918,2318828,Inferno,5POWER,24BHB,16,6,GOTV.GG Invitational #2,0,2018-02-05
12919,2318828,Cobblestone,5POWER,24BHB,16,8,GOTV.GG Invitational #2,0,2018-02-05
